Part Number,Use for,Capacitance,Tolerance,Size(inch/mm),Rated Vdc,TCC,T Size Max,Features
CL31C470JCCNNW,General,47pF, +/-5%,1206/3216,100Vdc,C0G,1mm,Features Normal
CL31C470JGFNNW,General,47pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL31C470JHFNFN,General,47pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL05C470JB5NNN,General,47pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C470FB8NNW,General,47pF, +/-1%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C470JB8NFN,General,47pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05C470JB5NCN,General,47pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C470JB5NFN,General,47pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL31C470JGFNNN,General,47pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL03C470JB3NNN,General,47pF, +/-5%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL03C470JB3NNW,General,47pF, +/-5%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL10C470KB8NNW,General,47pF, +/-10%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C470JIFNFN,General,47pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL31C470JIFNNN,General,47pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL03C470JA3NNN,General,47pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL10C470JC8NNN,General,47pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL31C470JHFNNN,General,47pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL05C430JB5NNW,General,43pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C430JB5NNN,General,43pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C430JB8NNN,General,43pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C430JB8NNW,General,43pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL03C390JB3NNN,General,39pF, +/-5%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL31C390JBCNNW,General,39pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL05C390JA5NNW,General,39pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL10C390JC8NNW,General,39pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL03C390JA3NNN,General,39pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL31C390JBCNNN,General,39pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL31C390JGFNNN,General,39pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL10C390JB8NCN,General,39pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL03C390GB3NNN,General,39pF, +/-2%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL03C390JA3NNW,General,39pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL03C390JB3NNW,General,39pF, +/-5%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL10C390JC8NNN,General,39pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL31C390JGFNNW,General,39pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL05C390JB5NCN,General,39pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C390JC5NNN,General,39pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL05C390JC5NNW,General,39pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL03C390GB3NNW,General,39pF, +/-2%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL31C390JHFNNW,General,39pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL10C390JB8NNW,General,39pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05C390JB5NNN,General,39pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C390JB5NNW,General,39pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C360JB5NNN,General,36pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C360JB5NNW,General,36pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C330JC5NNW,General,33pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL31C330JIFNNW,General,33pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL05C330JB5NNN,General,33pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C330FB5NNW,General,33pF, +/-1%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL03C330JB3NNN,General,33pF, +/-5%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL05C330JB5NNW,General,33pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C330JB8NNN,General,33pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C330JB8NNW,General,33pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05C330JC5NNN,General,33pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL31C330JHFNNN,General,33pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL31C330JIFNFN,General,33pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL03C330JB3NNW,General,33pF, +/-5%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL31C330JHFNFN,General,33pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL10C330JB8N4N,General,33pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C330JC8NNW,General,33pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL05C330JB5NCN,General,33pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL03C330JA3NNW,General,33pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL31C330JHFNNW,General,33pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL05C330JA5NNW,General,33pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL03C330JA3NNN,General,33pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL31C330JIFNNN,General,33pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL31C330JIFNW6,General,33pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL05C330JB5NFN,General,33pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL31C330JGFNNN,General,33pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL31C330JGFNNW,General,33pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL10C330JB8NFN,General,33pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C300JB8NNW,General,30pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C300JBCNNW,General,30pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL31C300JBCNNN,General,30pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL05C300JC5NNN,General,30pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL05C300JC5NNW,General,30pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL03C300JA3GNW,General,30pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL03C300JB3NNW,General,30pF, +/-5%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL10C300JB8NCN,General,30pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05C300JB5NNW,General,30pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C300JB5NCN,General,30pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL03C300JA3NNN,General,30pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL03C300JA3GNN,General,30pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL03C300JA3NNW,General,30pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL05C270JB5NNW,General,27pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C270JC5NNN,General,27pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL31C270JHFNNN,General,27pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL05C270JA5NNN,General,27pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL10C270JB8NCN,General,27pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C270JCCNNW,General,27pF, +/-5%,1206/3216,100Vdc,C0G,1mm,Features Normal
CL10C270JB8NNW,General,27pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C270JB8N4N,General,27pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C270JB8NFN,General,27pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL03C270JB3GNN,General,27pF, +/-5%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL05C270JA5NNW,General,27pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL03C270JA3GNN,General,27pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL10C270JB8NNN,General,27pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C270JC8NNW,General,27pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL05C270JB5NNN,General,27pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL31C270JBCNNN,General,27pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL03C270FA3NNN,General,27pF, +/-1%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL03C270JA3NNN,General,27pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL03C270JB3NNN,General,27pF, +/-5%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL03C270JB3NNW,General,27pF, +/-5%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL31C270JBCNNW,General,27pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL03C270JA3NNW,General,27pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL31C270JCCNNN,General,27pF, +/-5%,1206/3216,100Vdc,C0G,1mm,Features Normal
CL05C270JB5NCN,General,27pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL31C270JHFNNW,General,27pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL05C270JC5NNW,General,27pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL05C270JO5NNW,General,27pF, +/-5%,0402/1005,16Vdc,C0G,0.55mm,Features Normal
CL10C250JB8NNN,General,25pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C250JB8NNW,General,25pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL03C240JA3GNN,General,24pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL03C240JA3GNW,General,24pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL05C240JB5NNN,General,24pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C240JB5NCN,General,24pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C240JB8NNW,General,24pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C240JB8NCN,General,24pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05C240JB5NNW,General,24pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C220GB8NNW,General,22pF, +/-2%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C220JB8NCN,General,22pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C220JCCNNN,General,22pF, +/-5%,1206/3216,100Vdc,C0G,1mm,Features Normal
CL10C220JB8NNW,General,22pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C220JB8NNN,General,22pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C220JB8N4N,General,22pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05C220JB5NNW,General,22pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL03C220JB3NNW,General,22pF, +/-5%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL05C220JB5NCN,General,22pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C220JC8NNW,General,22pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL31C220JGFNNN,General,22pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL31C220JHFNNW,General,22pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL31C220JIFNNN,General,22pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL31C220JIFNW6,General,22pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL31C220JBCNNW,General,22pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL05C220JB5NFN,General,22pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C220FB8NNW,General,22pF, +/-1%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL03C220JB3NNN,General,22pF, +/-5%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL05C220JB5NNN,General,22pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL31C220JBCNNN,General,22pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL05C220JA5NNW,General,22pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL31C220JHFNNN,General,22pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL31C220JGFNNW,General,22pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL31C220JIFNFN,General,22pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL31C220JIFNNW,General,22pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL31C220JHFNFN,General,22pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL03C220JA3NNN,General,22pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL10C220JB8NFN,General,22pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL03C220JA3GNN,General,22pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL03C220JA3NNW,General,22pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL05C220JA5NNN,General,22pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL31C220JCCNNW,General,22pF, +/-5%,1206/3216,100Vdc,C0G,1mm,Features Normal
CL03C200JA3GNN,General,20pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL03C200JA3GNW,General,20pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL10C200JB8NFN,General,20pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C200JBCNNW,General,20pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL10C200JB8NNN,General,20pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C200JB8NNW,General,20pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05C200JA5NNW,General,20pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL31C200JBCNNN,General,20pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL31C200JCCNNN,General,20pF, +/-5%,1206/3216,100Vdc,C0G,1mm,Features Normal
CL31C200JCCNNW,General,20pF, +/-5%,1206/3216,100Vdc,C0G,1mm,Features Normal
CL03C200JA3NNN,General,20pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL03C200JA3NNW,General,20pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL05C200JA5NNN,General,20pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL10C200JB8NCN,General,20pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05C200JB5NNW,General,20pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C190JB5NNN,General,19pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C190JB5NNW,General,19pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL03C180JA3GNN,General,18pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL05C180JB5NNN,General,18pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C180JA5NNW,General,18pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL05C180JB5NFN,General,18pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C180JB5NNW,General,18pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL03C180JA3GNW,General,18pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL03C180JB3NNN,General,18pF, +/-5%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL05C180JC5NNW,General,18pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL05C180JB5NCN,General,18pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C180JB8NFN,General,18pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05C180GB5NNW,General,18pF, +/-2%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL03C180JB3NNW,General,18pF, +/-5%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL31C180JBCNNN,General,18pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL03C180JA3NNN,General,18pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL31C180JBCNNW,General,18pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL05C180GB5NNN,General,18pF, +/-2%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C180JC8NNN,General,18pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL10C180JB8NNN,General,18pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05C180JC5NNN,General,18pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL05C180FB5NNW,General,18pF, +/-1%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL31C180JHFNNW,General,18pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL10C180JB8NNW,General,18pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C180JC8NNW,General,18pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL03C180JA3NNW,General,18pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL05C170JB5NNN,General,17pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C170JB5NNW,General,17pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL03C160JA3GNW,General,16pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL03C160JA3GNN,General,16pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL05C160JB5NCN,General,16pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C160JB5NNW,General,16pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C150JB8NFN,General,15pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C150KB8NNW,General,15pF, +/-10%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C150JBCNNN,General,15pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL03C150JA3NNN,General,15pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL03C150JB3NNN,General,15pF, +/-5%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL31C150JHFNNW,General,15pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL05C150JB5NCN,General,15pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C150JB5NNW,General,15pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL03C150JB3NNW,General,15pF, +/-5%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL31C150JJHNNN,General,15pF, +/-5%,1206/3216,2000Vdc,C0G,1.8mm,Features Normal
CL10C150JB8NNW,General,15pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C150JJHNNW,General,15pF, +/-5%,1206/3216,2000Vdc,C0G,1.8mm,Features Normal
CL05C150CB5NNW,General,15pF, +/-0.25pF,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C150JB5NNN,General,15pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C150FB8NNW,General,15pF, +/-1%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C150JB8NCN,General,15pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C150JC8NNW,General,15pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL03C150JA3NNW,General,15pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL10C150JB8NNN,General,15pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C150JHFNFN,General,15pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL31C150JHFNNN,General,15pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL31C150JBCNNW,General,15pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL31C150JIFNW6,General,15pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL05C150JA5NNW,General,15pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL05C150JC5NNW,General,15pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL05C150JC5NNN,General,15pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL10C140JB8NNW,General,14pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C140JB8NNN,General,14pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL03C130JA3GNN,General,13pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL03C130JA3GNW,General,13pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL05C130JB5NCN,General,13pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C130JB8NNW,General,13pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05C130JB5NNW,General,13pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C130JB8NNN,General,13pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL03C120JB3NNN,General,12pF, +/-5%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL31C120JBCNNW,General,12pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL05C120JB5NNW,General,12pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL03C120JA3GNN,General,12pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL03C120JA3NNW,General,12pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL31C120JBCNNN,General,12pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL31C120JHFNNW,General,12pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL10C120JB8NFN,General,12pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05C120JB5NCN,General,12pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C120JB8NNN,General,12pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C120JC8NNW,General,12pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL05C120JB5NNN,General,12pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C120CB5NNW,General,12pF, +/-0.25pF,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL03C120JB3NNW,General,12pF, +/-5%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL03C120JA3NNN,General,12pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL05C120JA5NNW,General,12pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL05C120JC5NNW,General,12pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL10C120JB8NNW,General,12pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C120JC8NNN,General,12pF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL05C120GB5NNW,General,12pF, +/-2%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C120JC5NNN,General,12pF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL03C110JA3GNN,General,11pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL10C110JB8NNW,General,11pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL03C110JA3GNW,General,11pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL03C110JA3NNW,General,11pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL03C110GA3NNN,General,11pF, +/-2%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL03C110JA3NNN,General,11pF, +/-5%,0201/0603,25Vdc,C0G,0.33mm,Features Normal
CL05C110JB5NNW,General,11pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C110JB5NNN,General,11pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C110JB8NNN,General,11pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C100JHFNNW,General,10pF, +/-5%,1206/3216,630Vdc,C0G,1.4mm,Features Normal
CL31C100JIFNNW,General,10pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL31C100JGFNNW,General,10pF, +/-5%,1206/3216,500Vdc,C0G,1.4mm,Features Normal
CL05C100JB5NNW,General,10pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C100DB5NNN,General,10pF, +/-0.5pF,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C100FB5NNW,General,10pF, +/-1%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
